,created_at,screen_name,location,text
0,2021-05-05 08:06:18,dotty_pic,,That's the trouble when buying a new car.  What colour to get!!  Black or White? #newcar   #notforme #decisions https://t.co/6t734UK7EB
1,2021-05-05 08:00:02,RankSuggest,Dublin Ireland,What do you think about this car. Please like it and follow me. #Pagani #cars #car #newcar https://t.co/QMx8r5HESL
2,2021-05-05 07:44:50,BuyLagosLtd,"Lagos, Nigeria","Asking Price: 11.2m (Slightly Negotiable)⠀
⠀
If interested, DM for Inspection or Call 07057192264 or Whatsapp; +234… https://t.co/q2tpYhlrNs"
3,2021-05-05 07:00:52,MoveCarLeasing,United Kingdom,"Treat yourself this Spring to the amazing Tesla Model X

https://t.co/MK0ok2QsfQ

#MVL #movevehicleleasing… https://t.co/22OM2g6tnS"
4,2021-05-05 06:51:42,MB4maticAMG_SA,Sun City:South Africa,"RT @aaluxrental: ❗️The fleet is growing❗️
Introducing the Mercedes-Benz C300 4MATIC. 
Drive around in class with Allante. 
#allanteautomoti…"
5,2021-05-05 04:00:02,RankSuggest,Dublin Ireland,What do you think about this car. Please like it and follow me. #Fisker #cars #car #newcar https://t.co/pCb8yCIgfV
6,2021-05-05 03:29:52,RealTonyBoutros,United States,To buy or not to buy a #Mazda CX-9 Carbon Edition? Also considering a @subaru_usa Outback &amp; @Toyota Highlander… https://t.co/D0gefVoklf
7,2021-05-05 02:50:03,dig_marc,,RT @_sayinsurance: For Say Tip Tuesday we want to remind you to review your car insurance coverage once a year or after big life events lik…
8,2021-05-05 02:17:47,EZLoan3,"Solan, Himachal | INDIA","RT @SouthJerseyFCU: When buying  a car, there are a number of factors that can help you decide which is the best make and model for you. Ta…"
9,2021-05-05 02:17:05,EZLoan3,"Solan, Himachal | INDIA",RT @HDFCBankNews: Customers set to benefit from @Maruti_Suzuki &amp; @HDFC_Bank alliance for consumer finance schemes. Bank customers to avail…
10,2021-05-05 01:49:22,dj_erigmasen,Planet Earth 🌍,"RT @Individual_FS: Lease the Range Rover Evoque D165 R-Dynamic Black Edition Auto 
from £468.73pm including VAT
T's &amp; C's Apply.
Richard -…"
11,2021-05-05 00:51:54,autobics,,"All-new Skoda Fabia 2022 unveiled

Know More &gt;&gt;&gt; https://t.co/sXUWqi0KP5

#Autobics #SkodaFabia #Skoda #Fabia… https://t.co/mZGgIw8d2H"
12,2021-05-05 00:39:26,autobics,,"Skoda Fabia 2022 - First Look - Images | AUTOBICS

https://t.co/X6mbli42lj

#Autobics #SkodaFabia #Skoda #Fabia #Car #NewCar"
13,2021-05-05 00:22:32,MetroAcuraCA,"Montclair, CA","Happy customers are made at Metro Acura! Drive home in your dream car today! 

Ⓜ️https://t.co/m22LrAyabgⓂ️… https://t.co/csLy457AiT"
14,2021-05-04 23:59:03,CarGeeks_,"Glendale, ca",We got plenty of amazing deals happening. Contact us today 818-946-2272 #chooseCarGeeks #newcar
15,2021-05-04 22:16:01,AllianceInsurCO,"Arvada, CO","New cars may be required to have comprehensive and collision coverage, especially if you have a loan or a lease. 🚙… https://t.co/A7jZVrTnUh"
16,2021-05-04 21:31:02,ipacnissan,"San Antonio, TX",Welcome to the 2021 #NissanArmada! It's tough enough to tackle your everyday life and has enough room for your whol… https://t.co/rN3YW59rPs
17,2021-05-04 20:35:20,RealJokrGaming,,"Everyone meet Gio Gio 😍
2021 Honda Civic Sport Edition
#newcar #Honda https://t.co/qOnKII9ouC"
18,2021-05-04 20:29:01,ricklondon,Usually in the forest,#Pee In The #Cars by @LTCartoons #carsales #usedcars #newcar #authodealership #funny #humor #cartoon #comic https://t.co/yMkrjp4oPb
19,2021-05-04 20:00:14,_sayinsurance,,For Say Tip Tuesday we want to remind you to review your car insurance coverage once a year or after big life event… https://t.co/TFiP0J1jg0
20,2021-05-04 19:50:04,LakelandHyundai,"Lakeland, Florida 33815",Rain or Shine... It doesn't matter when you're getting your #NewCar at #LakelandAutomall. Clarissa Boyd chose the… https://t.co/H0ACf4xiG1
21,2021-05-04 19:40:41,CambridgeToyota,2400 Eagle Street North N3H4R7,"Stop dreaming and start driving! Red Tag Days are here!
Great prices on select Corolla, Rav 4 and Highlanders. 

Co… https://t.co/LKSwV8DN6j"
22,2021-05-04 19:36:50,ItsNobuenoMMA,Atlanta,XqcW Playing New Season of Apex OMG its Crazy Amazing oh no it's me sry #ApexLegends #NewCar #NobuenoGang...Sub goa… https://t.co/8oXMwTI08s
23,2021-05-04 19:20:00,GBSCars,Nottinghamshire,"Just a few photos from our Zero Run Out at the weekend...... Thank you to everyone who joined us, we will share mor… https://t.co/0FlPuppCMr"
24,2021-05-04 19:17:10,MarcoBr53061365,"Firenze, Toscana","RT @ArashMotorComp: Moonlight can create emotion in the greatest of creatures.
In silence, you can hear the heartbeat of the smallest of cr…"
25,2021-05-04 19:15:38,sqkbal,hehee,"RT @ArashMotorComp: Moonlight can create emotion in the greatest of creatures.
In silence, you can hear the heartbeat of the smallest of cr…"
26,2021-05-04 19:10:27,SMSsupply,"Libby, MT","RT @wilsonautocars: Rain or shine, our dealerships are always ready to help you find your dream car! We love this photo of brand new car ow…"
27,2021-05-04 19:02:09,wilsonautocars,"Orange, CA","Rain or shine, our dealerships are always ready to help you find your dream car! We love this photo of brand new ca… https://t.co/QjLRUDBVKu"
28,2021-05-04 19:00:25,TheAutoMallFres,"Fresno, CA",You’ve got places to go. We’ll help make sure you get there. #TheAutoMall #CarSales #NewCar #UsedCar #WeSellCars https://t.co/yxG0QWRaPB
29,2021-05-04 19:00:03,RankSuggest,Dublin Ireland,Don't click on this pic. it will blow your mind.  #Fiat #cars #car #newcar https://t.co/pxPy7uiHrn
30,2021-05-04 18:45:03,ScharfGroup,,"Personality vs. Pocketbook: Should you lease, finance, or pay cash for your next car? #NewCar https://t.co/VO0PvbxVkK"
31,2021-05-04 18:44:12,anthasia2,"Alabama, USA","RT @marrgivenchy: ok guise meet thunder 💙 , blessed and highly favored 🤞🏾 .. #AGTG #newcar https://t.co/pPiJMQzgPf"
32,2021-05-04 18:00:44,ArashMotorComp,"Newmarket, England","Moonlight can create emotion in the greatest of creatures.
In silence, you can hear the heartbeat of the smallest o… https://t.co/GNnszThFSx"
33,2021-05-04 18:00:05,RankSuggest,Dublin Ireland,"This is cool. Isn't? Please like it, retweet and follow me. #Zenvo #cars #car #newcar https://t.co/VcAHbk8XJb"
34,2021-05-04 17:54:02,gillmanmazda,"Houston, TX","Glenn was having a tough time picking where he would purchase his next vehicle... He chose #TeamGillman Mazda, beca… https://t.co/X787LluVTz"
35,2021-05-04 17:05:06,whatcar,UK,"What Car? Advice: Until PCP finance came along, hire purchase was the most popular way of buying a #newcar, and it… https://t.co/uwADs2ksjG"
36,2021-05-04 17:03:07,ApprovalGenie,Canada,"Looking for the BEST value for your Car, #SUV, #Truck or #Van?

Drop into our DM’s with some pics of your ride, and… https://t.co/yGxW1fcp2X"
37,2021-05-04 16:47:02,StoneacreMotors,Nationwide,"Do you want an extra £1000 Saving? 🤔 

You couldn’t have timed it better! If you part-exchange your current vehicle… https://t.co/MLwtYycssZ"
38,2021-05-04 16:40:11,LindopToyota,Wrexham & Queensferry,"Is your old car letting you down?

Did you know, that you can get £2,000 for it, against a new Toyota Aygo x-Trend,… https://t.co/TzAGQBZF6X"
39,2021-05-04 16:36:33,Leogodreau,"Montreal, Canada","Went and did it. Ordered a @Tesla Model 3. Done with gas filled, planet killing cars. Now I play the waiting game.… https://t.co/sheLSSDhBf"
40,2021-05-04 16:34:11,Brittany2PointO,,"Buss up the block this summer 🥵 Contact @mranderson___ for more info 

if not this BMW... let him find your dream c… https://t.co/aRq4q0kQVS"
41,2021-05-04 16:14:44,VanceMotorsBan,"Bancroft, Ontario Canada","🚘 New wheels! 🚙

#vancemotorsbancroft #bancroft #bancroftontario #newwheels #newcar #happycustomers #jeep #dodge… https://t.co/FT7nnjmR0K"
42,2021-05-04 16:02:39,cartelligent,"Sausalito, CA","Despite lower than normal inventory levels, we were able to get this happy client a great deal on her new Toyota Hi… https://t.co/1WeUH9C45H"
43,2021-05-04 16:00:43,ItsNobuenoMMA,Atlanta,XqcW Playing New Season of Apex OMG its Crazy Amazing oh no it's me sry #ApexLegends #NewCar #NobuenoGang...Sub goa… https://t.co/1DjSK3YI0D
44,2021-05-04 15:49:28,HillBuickGMC,3960 West Chester Pike 19073,"Safety was a focus when making the Encore GX. Until June 1st you can lease this car for $199/month with $2,995 Due… https://t.co/zWyjlNL6UP"
45,2021-05-04 15:35:06,Lakeland_Ford,"Lakeland, FL",What's more #Exciting than getting a #NewCar? Getting a new #Mustang! Devon Brady stopped by #LakelandAutomall and… https://t.co/cNgJ9kNs5J
46,2021-05-04 15:30:05,Krebs_W,"Santa Barbara, CA","Personality vs. Pocketbook: Should you lease, finance, or pay cash for your next car? #NewCar https://t.co/Pmtl9EaYoO"
47,2021-05-04 15:28:44,MHHyundai,"Mission Hills, CA","Happy Star Wars Day. We think you should choose the dark side! https://t.co/puSgQte8iI

#MissionHillsHyundai… https://t.co/4lnILNU95j"
48,2021-05-04 15:11:40,aaluxrental,"Cincinnati, OH","❗️The fleet is growing❗️
Introducing the Mercedes-Benz C300 4MATIC. 
Drive around in class with Allante.… https://t.co/YfCrTj1UGm"
49,2021-05-04 15:00:15,MilSpouseMM,,What do you want your monthly car payment to be? 🚙 Giving an answer without having all the facts could cost you. In… https://t.co/sXmovCqq35
50,2021-05-04 15:00:02,RankSuggest,Dublin Ireland,What do you think about this car. Please like it and follow me. #Sunbeam #cars #car #newcar https://t.co/tmgwkjTLn8
51,2021-05-04 14:46:10,ItsNobuenoMMA,Atlanta,XqcW Playing New Season of Apex OMG its Crazy Amazing oh no it's me sry #ApexLegends #NewCar #NobuenoGang...Sub goa… https://t.co/As3Qn30L53
52,2021-05-04 14:44:01,SaveOnSahara,Las Vegas,"2021 Ram 2500 Laramie 
Learn More -- Click Here: https://t.co/d4GgNd798X
#lasvegas #vegas #sales #nevada #newcar… https://t.co/krFPaipO90"
53,2021-05-04 14:36:39,LauraOnDuty,"England, United Kingdom","RT @Hills_Ford: #ThingsToDo with the #MustangMachE #Frunk 

Lesson One – fill with seafood and entertain a few friends perhaps?

Find out m…"
54,2021-05-04 14:34:58,WorcesterHour,Worcestershire 📞 01905 384314,"RT @Hills_Ford: #ThingsToDo with the #MustangMachE #Frunk 

Lesson One – fill with seafood and entertain a few friends perhaps?

Find out m…"
55,2021-05-04 14:34:09,Hills_Ford,Kidderminster / Malvern ,"#ThingsToDo with the #MustangMachE #Frunk 

Lesson One – fill with seafood and entertain a few friends perhaps?

Fi… https://t.co/MWWhxcvs8B"
56,2021-05-04 14:26:23,TheSignDriveAu1,,MAY THE 4TH BE WITH YOU! #LEASE #DEAL #SALE #AUTO #NEWLEASE #NEWCAR #NEWDEAL #NEWSALE #THESIGNANDDRIVEAUTO… https://t.co/AUAhZwmmKb
57,2021-05-04 14:21:34,bob_gonad,USA,"RT @ClarkHoward: The longest #autoloan you should ever take out is 42 months. If you can’t afford the payment on a 42-month loan, then you…"
58,2021-05-04 14:18:04,gemkt,CA.,"RT @ClarkHoward: The longest #autoloan you should ever take out is 42 months. If you can’t afford the payment on a 42-month loan, then you…"
59,2021-05-04 14:08:31,michele_patrick,,"RT @ClarkHoward: The longest #autoloan you should ever take out is 42 months. If you can’t afford the payment on a 42-month loan, then you…"
60,2021-05-04 14:03:51,PremierToyotaUK,Llandudno Junction,"Is your old car letting you down?

Did you know, that you can get £2,000 for it, against a new Toyota Aygo x-Trend,… https://t.co/1WH6i4dzDJ"
61,2021-05-04 14:00:40,ClarkHoward,United States,"The longest #autoloan you should ever take out is 42 months. If you can’t afford the payment on a 42-month loan, th… https://t.co/jwthTJ4pNv"
62,2021-05-04 13:49:27,armistweets,,The AC in these new vehicles work too well... I always switching it on and off while driving. We need a 0.5 fan spe… https://t.co/k2AI29W2BF
63,2021-05-04 13:46:00,GBSCars,Nottinghamshire,"Blue skies and ready to drive...... https://t.co/upQ7i8po34 
#gbs #gbszero #zero #enjoy #summer #handbuilt… https://t.co/O29nWTw6EY"
64,2021-05-04 13:25:59,RoyalOakFord1,"Royal Oak, MI 48067","We make your leasing or buying experience enjoyable🏁 🚗 💙.

https://t.co/OV7tk6GQOX
 #fordexpedition #explorer… https://t.co/5Mdx4fBZhJ"
65,2021-05-04 13:18:09,NorthlandCJDR,"Oak Park, MI","Nothing like a RAM 🐏 truck.

https://t.co/QblupG5zts ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#ram #hemi #Ram1500 #charger #hellcat #moparfam… https://t.co/OIk8NkfISq"
66,2021-05-04 12:54:27,OpelIreland,"Dublin, Ireland",RT @KevinRyanII: Absolutely loving this beaut #opel #insignia #newcar Best way to get to set while filming Opel  #opelireland @OpelIreland…
67,2021-05-04 12:35:22,houstonINFINITI,"Houston, TX","Sometimes you should choose the dark side. https://t.co/YHISmjPbYV

#ClearLakeInfiniti #Infiniti #ClearLake… https://t.co/c9cntv9jHT"
68,2021-05-04 12:26:18,RedshawReads,"Newcastle Upon Tyne, England",RT @RedshawReads: We are getting our new @daciauk car on Friday. It's a gorgeous golden orange colour (I'll put a pic in the thread) We nee…
69,2021-05-04 12:01:35,MoveCarLeasing,United Kingdom,"🧡Check out the latest deals we have on these super cool Renault Clio Hatchbacks 

https://t.co/z1nsA0Rkby

#MVL… https://t.co/MAejHYNJRv"
70,2021-05-04 11:25:27,dizzybiz_,"North West, England","RT @chestertweetsuk: #chesterhour @chester_car  have some of the best #carleasing deals around 

 https://t.co/zVYMNx0G0U

#Chester #busine…"
71,2021-05-04 11:25:23,indiechester,#chester,"RT @chestertweetsuk: #chesterhour @chester_car  have some of the best #carleasing deals around 

 https://t.co/zVYMNx0G0U

#Chester #busine…"
72,2021-05-04 11:25:18,chesterhour,"Chester, England","RT @chestertweetsuk: #chesterhour @chester_car  have some of the best #carleasing deals around 

 https://t.co/zVYMNx0G0U

#Chester #busine…"
73,2021-05-04 11:25:05,chestertweetsuk,Chester UK,"#chesterhour @chester_car  have some of the best #carleasing deals around 

 https://t.co/zVYMNx0G0U

#Chester… https://t.co/L5oPdHvHwi"
74,2021-05-04 10:40:24,aspidainsurance,"Nairobi, Kenya","Got a new car? Well you will need insurance too. 

Contact us on 0739 445 888 or aspida@aspida.co.ke and let us hel… https://t.co/ll3uMnMD9m"
75,2021-05-04 10:00:02,RankSuggest,Dublin Ireland,"This is cool. Isn't? Please like it, retweet and follow me. #Alvis #cars #car #newcar https://t.co/2cHCx4ld7D"
76,2021-05-04 09:06:52,KevinRyanII,Los Angeles,Absolutely loving this beaut #opel #insignia #newcar Best way to get to set while filming Opel  #opelireland… https://t.co/Q4vQLdoI6n
77,2021-05-04 08:24:16,rajatgajera,"Ahmadabad City, India","RT @mannmotorsnikol: April Month Top 10 Car Sales Figures By Brand, 10% Degrowth MoM for Automotive Sector in April,2021.

#CarSalesReport…"
78,2021-05-04 08:13:41,mannmotorsnikol,"Ahmadabad City, India","April Month Top 10 Car Sales Figures By Brand, 10% Degrowth MoM for Automotive Sector in April,2021.… https://t.co/0DxlRByOG9"
79,2021-05-04 08:00:55,MoveCarLeasing,United Kingdom,"Find out all you need to know about Personal Contract Hire at https://t.co/TOK7SioSMI

#MVL #movevehicleleasing… https://t.co/nVN9XnatAh"
80,2021-05-04 08:00:02,RankSuggest,Dublin Ireland,"This is one of my favourites. Please like it, retweet and follow me. #Koenigsegg #cars #car #newcar https://t.co/FVWmo3AfMB"
81,2021-05-04 07:35:38,RedshawReads,"Newcastle Upon Tyne, England",We are getting our new @daciauk car on Friday. It's a gorgeous golden orange colour (I'll put a pic in the thread)… https://t.co/MIzeKl6w1n
82,2021-05-04 06:33:16,MaryBoylan2,,Our new car! #newcar #jeepcompass #jeep #dickhannah #excited #happy @raystetler @ Dick Hannah Chrysler Jeep Dodge https://t.co/ve7VIYqrM3
83,2021-05-04 06:31:47,hsheehan20,"Colorado, USA","After not having a car for 3 months I finally bought my 5th accord haha.
So happy! I love these cars! Can’t wait to… https://t.co/gw0JH9kSVV"
84,2021-05-04 02:17:28,EZLoan3,"Solan, Himachal | INDIA",RT @mwafcu: Hit the open road with an #AutoLoan for as low as 1.99% APR for up to 60 months or 2.99% APR for up to 72 months. #GreatRate #V…
85,2021-05-04 02:00:02,RankSuggest,Dublin Ireland,Did you like this car? Please retweet and follow me. #Lexus #cars #car #newcar https://t.co/l2RnCbnjt2
86,2021-05-04 01:20:48,terrikaglenn,"Texas, USA",RT @d1springtx: Mother's Day is several days away. Give thanks to the one that conceived us by doing something each day leading up to her s…
87,2021-05-04 01:16:12,iancle1,,After 19yrs of owning the same 2002 Ford Explorer i bought a newer car. 2019! I earned it lol. #imjustsayin #newcar… https://t.co/Cm73l6wEs8
88,2021-05-04 00:00:02,RankSuggest,Dublin Ireland,"This is one of my favourites. Please like it, retweet and follow me. #Lancia #cars #car #newcar https://t.co/FYeWqz38Pm"
89,2021-05-03 23:51:05,houston_direct,"Houston, TX","""A satisfied customer is the best business strategy of all.""- Abel Avila Sales Representative #HoustonDirectAuto… https://t.co/5ueFqj0AKf"
90,2021-05-03 23:09:55,ToyotaIowa,"Iowa City, IA","Go the distance in the Prius Prime! 🔌⛽️

#gas #electric #hybrid #priusprime #toyota #prius #newcar #hatchback… https://t.co/ISusBdJQZs"
91,2021-05-03 22:53:04,MatthewsFordBA,"Broken Arrow, Oklahoma ",This new 2021 Ford Exlporer would look good in your driveway or garage AND has had a recent price drop!… https://t.co/bDWpg7Zy3h
92,2021-05-03 21:01:13,SellsToyotas,,"Do you want a new car but don’t know who or where to go? Call Robert today for your dream car!

#RobertSells… https://t.co/tEOQ7xt3lH"
93,2021-05-03 20:00:02,RankSuggest,Dublin Ireland,Did you like this car? Please retweet and follow me. #Vauxhall #cars #car #newcar https://t.co/2kMaHwZmFi
94,2021-05-03 19:00:02,RankSuggest,Dublin Ireland,"If you did not see this, you did not see anything. Please like it, retweet and follow me. #Spyker #cars #car #newcar https://t.co/6UhFAlncK4"
95,2021-05-03 18:36:18,GlenSainChevrol,6345 Highway 49 South,"It's time for a NEW ride? Check out our great selection of NEW vehicles!🤩 

🖱️Click the link to see our selection:… https://t.co/fU9xx8QqYg"
96,2021-05-03 18:31:02,ipacnissan,"San Antonio, TX","Raise the roof for this new Nissan owner!🙌  Congrats on joining the IPAC family! 

Learn more and see our inventory… https://t.co/g6M2YG3FHr"
97,2021-05-03 18:22:27,crownhondawpg,"Winnipeg, MB Canada",We're so happy that our team can help all these happy customers with new vehicles! Enjoy your new ride and congratu… https://t.co/mW4kSYUbdi
98,2021-05-03 18:04:49,AcuraHamilton,"Hamilton, Ontario",We take you on a #virtualdrive in the NEW #RDX! 🚗💨 ✨This adventure-ready #luxurySUV is prepared to handle any weath… https://t.co/FegdQQUTFn
99,2021-05-03 18:00:02,RankSuggest,Dublin Ireland,"If you did not see this, you did not see anything. Please like it, retweet and follow me. #Volvo #cars #car #newcar https://t.co/Z7NzeiGFd0"
100,2021-05-03 17:44:52,KingmanDodge,"Kingman, AZ",Congratulations William! #NewCar #MartinSwanty #HappyCustomer https://t.co/5jiZyhkEaB
101,2021-05-03 17:44:52,KingmanDodge,"Kingman, AZ",Congratulations Jason! #NewCar #MartinSwanty #HappyCustomer https://t.co/vaM2aG6abL
102,2021-05-03 17:44:51,KingmanDodge,"Kingman, AZ",Congratulations Justin! #NewCar #MartinSwanty #HappyCustomer https://t.co/cM1eWKLQg7
103,2021-05-03 17:44:50,KingmanDodge,"Kingman, AZ",Congratulations Ashly! #NewCar #MartinSwanty #HappyCustomer https://t.co/vpSbGQLhZL
104,2021-05-03 17:44:47,KingmanDodge,"Kingman, AZ",Congratulations Nicole! #NewCar #MartinSwanty #HappyCustomer https://t.co/CbGHHE6sX6
105,2021-05-03 17:00:04,RankSuggest,Dublin Ireland,Did you like this car? Please retweet and follow me. #Noble #cars #car #newcar https://t.co/0HYg81vj96
106,2021-05-03 16:48:35,KnowOneHereBye,,I miss #driving. Mutha fucking #van broke down. It needs a #transmission. I need to get my bus. #homeonwheels… https://t.co/BOlXTJxKFr
107,2021-05-03 16:15:05,autodigg,"Austin, TX","New Kia Sportage Reveal in June - https://t.co/pLupYwYEVF
@KIASouthAustin @capitolkia #KIA #sportage #JUNE #reveal… https://t.co/swKaPdIhyG"
108,2021-05-03 16:14:04,princetonhonda,"Princeton, NJ","Something we can all use more of is fun, and the all new Honda Civic is more fun to drive than the competition. Cli… https://t.co/6mmVZxPgiv"
109,2021-05-03 16:10:36,SMSsupply,"Libby, MT",RT @Autosledco: There's nothing like a happy customer receiving their new car! Thanks for using Autosled. #autosled #hauls #vehicledelivery…
110,2021-05-03 16:00:27,Autosledco,"Washington, DC",There's nothing like a happy customer receiving their new car! Thanks for using Autosled. #autosled #hauls… https://t.co/Jgufqbhva3
111,2021-05-03 16:00:03,RankSuggest,Dublin Ireland,Did you like this car? Please retweet and follow me. #Mazda #cars #car #newcar https://t.co/Th7c9gZAtt
112,2021-05-03 15:47:40,cartelligent,"Sausalito, CA",This client looks thrilled to be picking up his gorgeous new Audi Q5 from our Marin/Sausalito location. #newcar #q5… https://t.co/SwD1kN2g0B
113,2021-05-03 15:34:53,MHHyundai,"Mission Hills, CA",It's your last chance to score one of these great deals on a new Hyundai. Stop by today before these savings evapor… https://t.co/HFjM72p6Ak
114,2021-05-03 15:22:39,glensainkennett,"Kennett, MO","It's time for a NEW ride? Check out our great selection of NEW vehicles!🤩 

📞 Call us at 573-559-3110.

#newcar… https://t.co/Ey7WnSnDvc"
115,2021-05-03 15:21:47,3MunchkinsMom21,,RT @d1springtx: Mother's Day is several days away. Give thanks to the one that conceived us by doing something each day leading up to her s…
116,2021-05-03 15:15:31,BeavertonGmc,"Beaverton, OR","Thanks to our Shop Click Drive program, buying a vehicle has never been easier. Purchase your next new or preowned… https://t.co/gNEb6rQv8Q"
117,2021-05-03 15:07:28,PrimeWayFCU,"Houston, TX","With the Life Proof Auto Loan, not only can you enjoy rates as low as 1.99% APR* for 72 months, your loan comes wit… https://t.co/zZ3nxx3z4g"
118,2021-05-03 15:00:02,RankSuggest,Dublin Ireland,"This is cool. Isn't? Please like it, retweet and follow me. #Lada #cars #car #newcar https://t.co/A13QhmQwKz"
119,2021-05-03 14:35:00,GIGGLRtv,"Melbourne, Australia","They're ready to roll...
RETWEET 🔁 / COMMENT 💬 / FOLLOW @GIGGLRtv

#yougogirl #lockdown #lockdown2021 #lockdowndays… https://t.co/yQZgc4kNHJ"
